success,noise_reduction_db,convergence_time_s,final_mse,time_budget_ms,primary_distance_m,secondary_distance_m,speaker,ref_mic,error_mic,scenario,error
True,21.38856940743291,0.1011875,0.00338546444523341,1.3518930298120537,2.984442996607575,2.420743687382041,dash_left,firewall_center,driver_headrest,city,
True,21.927855094420305,0.07075,0.0068948935828996236,1.3518930298120537,2.984442996607575,2.420743687382041,dash_left,firewall_center,driver_headrest,acceleration,
True,3.0735586770870342,0.1510625,0.028212417389185496,1.45762240419109,3.0067257939492924,2.4067613093117486,dash_left,firewall_center,driver_ear_left,highway,
True,18.76277067671774,0.0745625,0.0025474700233459675,1.45762240419109,3.0067257939492924,2.4067613093117486,dash_left,firewall_center,driver_ear_left,city,
True,20.531477999638298,0.05775,0.009273653393030561,1.45762240419109,3.0067257939492924,2.4067613093117486,dash_left,firewall_center,driver_ear_left,acceleration,
False,-999.0,-1.0,-1.0,,,,dash_left,dashboard,driver_headrest,highway,Negative time budget: -0.46ms - anti-noise will arrive late
False,-999.0,-1.0,-1.0,,,,dash_left,dashboard,driver_headrest,city,Negative time budget: -0.46ms - anti-noise will arrive late
False,-999.0,-1.0,-1.0,,,,dash_left,dashboard,driver_headrest,acceleration,Negative time budget: -0.46ms - anti-noise will arrive late
False,-999.0,-1.0,-1.0,,,,dash_left,dashboard,driver_ear_left,highway,Negative time budget: -0.35ms - anti-noise will arrive late
False,-999.0,-1.0,-1.0,,,,dash_left,dashboard,driver_ear_left,city,Negative time budget: -0.35ms - anti-noise will arrive late
False,-999.0,-1.0,-1.0,,,,dash_left,dashboard,driver_ear_left,acceleration,Negative time budget: -0.35ms - anti-noise will arrive late
False,-999.0,-1.0,-1.0,,,,dash_left,a_pillar_left,driver_headrest,highway,Negative time budget: -1.43ms - anti-noise will arrive late
False,-999.0,-1.0,-1.0,,,,dash_left,a_pillar_left,driver_headrest,city,Negative time budget: -1.43ms - anti-noise will arrive late
False,-999.0,-1.0,-1.0,,,,dash_left,a_pillar_left,driver_headrest,acceleration,Negative time budget: -1.43ms - anti-noise will arrive late
False,-999.0,-1.0,-1.0,,,,dash_left,a_pillar_left,driver_ear_left,highway,Negative time budget: -1.33ms - anti-noise will arrive late
False,-999.0,-1.0,-1.0,,,,dash_left,a_pillar_left,driver_ear_left,city,Negative time budget: -1.33ms - anti-noise will arrive late
False,-999.0,-1.0,-1.0,,,,dash_left,a_pillar_left,driver_ear_left,acceleration,Negative time budget: -1.33ms - anti-noise will arrive late
True,8.152684921466737,0.1928125,0.011997220669785234,1.3162136642946385,2.984442996607575,2.4329817097545146,dash_center,firewall_center,driver_headrest,highway,
True,17.675386933099063,0.0954375,0.0029453462917860183,1.3162136642946385,2.984442996607575,2.4329817097545146,dash_center,firewall_center,driver_headrest,city,
True,25.505673836338843,0.0656875,0.003639526542932438,1.3162136642946385,2.984442996607575,2.4329817097545146,dash_center,firewall_center,driver_headrest,acceleration,
True,10.533295380000832,0.0445,0.002338807191178075,1.301637260920657,3.0067257939492924,2.460264213453507,dash_center,firewall_center,driver_ear_left,highway,
True,14.933555390335506,0.093,0.012642631712071271,1.301637260920657,3.0067257939492924,2.460264213453507,dash_center,firewall_center,driver_ear_left,city,
True,22.787373434770636,0.067625,0.00290382829131004,1.301637260920657,3.0067257939492924,2.460264213453507,dash_center,firewall_center,driver_ear_left,acceleration,
False,-999.0,-1.0,-1.0,,,,dash_center,dashboard,driver_headrest,highway,Negative time budget: -0.49ms - anti-noise will arrive late
False,-999.0,-1.0,-1.0,,,,dash_center,dashboard,driver_headrest,city,Negative time budget: -0.49ms - anti-noise will arrive late
False,-999.0,-1.0,-1.0,,,,dash_center,dashboard,driver_headrest,acceleration,Negative time budget: -0.49ms - anti-noise will arrive late
False,-999.0,-1.0,-1.0,,,,dash_center,dashboard,driver_ear_left,highway,Negative time budget: -0.51ms - anti-noise will arrive late
False,-999.0,-1.0,-1.0,,,,dash_center,dashboard,driver_ear_left,city,Negative time budget: -0.51ms - anti-noise will arrive late
False,-999.0,-1.0,-1.0,,,,dash_center,dashboard,driver_ear_left,acceleration,Negative time budget: -0.51ms - anti-noise will arrive late
False,-999.0,-1.0,-1.0,,,,dash_center,a_pillar_left,driver_headrest,highway,Negative time budget: -1.47ms - anti-noise will arrive late
False,-999.0,-1.0,-1.0,,,,dash_center,a_pillar_left,driver_headrest,city,Negative time budget: -1.47ms - anti-noise will arrive late
False,-999.0,-1.0,-1.0,,,,dash_center,a_pillar_left,driver_headrest,acceleration,Negative time budget: -1.47ms - anti-noise will arrive late
False,-999.0,-1.0,-1.0,,,,dash_center,a_pillar_left,driver_ear_left,highway,Negative time budget: -1.48ms - anti-noise will arrive late
False,-999.0,-1.0,-1.0,,,,dash_center,a_pillar_left,driver_ear_left,city,Negative time budget: -1.48ms - anti-noise will arrive late
False,-999.0,-1.0,-1.0,,,,dash_center,a_pillar_left,driver_ear_left,acceleration,Negative time budget: -1.48ms - anti-noise will arrive late
