success,ref_mic,error_mic,noise_type,noise_reduction_db,convergence_time_s,final_mse
True,a_pillar_left,driver_headrest,road_rear,-5.327657997479385,0.3455625,0.298371463739795
True,a_pillar_left,driver_ear_left,road_rear,-5.251999503168198,0.6168125,0.27591457632345945
True,a_pillar_left,driver_ear_right,road_rear,-1.9568826497665923,0.221875,0.2655382482939782
True,a_pillar_left,passenger_headrest,road_rear,-5.695890514485505,0.2163125,0.2814258065515634
True,a_pillar_left,center_cabin,road_rear,3.323890419185627,0.4209375,0.023771221286546917
True,a_pillar_left,rearview_mirror,road_rear,0.735922969803984,0.1295,0.02899028913839246
True,a_pillar_right,driver_headrest,road_rear,-2.1915892116277274,0.5074375,0.06050759250807233
True,a_pillar_right,driver_ear_left,road_rear,-2.6635354903645494,0.7309375,0.15918107984520014
True,a_pillar_right,driver_ear_right,road_rear,-3.788183543971528,0.3746875,0.24493192867156194
True,a_pillar_right,passenger_headrest,road_rear,0.7101494899315541,0.4774375,0.06266866536887787
True,a_pillar_right,center_cabin,road_rear,2.988620332455711,0.1629375,0.05415233373842529
True,a_pillar_right,rearview_mirror,road_rear,-2.302695413977514,0.129375,0.1911213071976066
True,under_driver_seat,driver_headrest,road_rear,-1.0827924656119368,0.18325,0.04291114237578574
True,under_driver_seat,driver_ear_left,road_rear,-1.1529274214835212,0.37975,0.11231666559436809
True,under_driver_seat,driver_ear_right,road_rear,-1.258692948702795,0.23625,0.06828627385134348
True,under_driver_seat,passenger_headrest,road_rear,2.6725658640671233,0.4156875,0.032371154287945854
True,under_driver_seat,center_cabin,road_rear,0.6620062770698848,0.17675,0.07078405727584576
True,under_driver_seat,rearview_mirror,road_rear,1.1508291372471264,0.08075,0.1127392925873607
True,floor_front_left,driver_headrest,road_rear,-4.48364373756575,0.2085625,0.26979902529408356
True,floor_front_left,driver_ear_left,road_rear,-2.818827826921691,0.2211875,0.20215362514838717
True,floor_front_left,driver_ear_right,road_rear,0.2896965780966042,0.2424375,0.07919594934438717
True,floor_front_left,passenger_headrest,road_rear,1.6100570708792032,0.433875,0.04283249822914765
True,floor_front_left,center_cabin,road_rear,3.275542343387828,0.219125,0.021553811448589626
True,floor_front_left,rearview_mirror,road_rear,-0.17152139594718147,0.2995,0.09042463062084377
True,floor_front_right,driver_headrest,road_rear,-0.4264480197383122,0.1168125,0.07134434294754544
True,floor_front_right,driver_ear_left,road_rear,0.5374079748405857,0.734875,0.08672869171306219
True,floor_front_right,driver_ear_right,road_rear,-1.6622211649952172,0.218125,0.1719384010804228
True,floor_front_right,passenger_headrest,road_rear,-0.1520026991829249,0.5575625,0.09717486634726091
True,floor_front_right,center_cabin,road_rear,5.628622482366433,0.476625,0.030092019521146027
True,floor_front_right,rearview_mirror,road_rear,-0.48036909860465415,0.19375,0.07982931885988291
True,firewall_center,driver_headrest,wind,2.4142611054240506,0.1339375,0.019346291875045808
True,firewall_center,driver_ear_left,wind,1.4224736545835843,1.26525,0.018238693773453336
True,firewall_center,driver_ear_right,wind,3.5424259102931672,0.2211875,0.01895279834416534
True,firewall_center,passenger_headrest,wind,5.312622305078928,0.2515,0.0050065748665993216
True,firewall_center,center_cabin,wind,3.5110685123978906,0.1065,0.07961314406765832
True,firewall_center,rearview_mirror,wind,0.6109575032255181,0.2376875,0.08046530695539314
True,firewall_driver,driver_headrest,wind,5.636051796970519,0.2276875,0.010666631948864313
True,firewall_driver,driver_ear_left,wind,6.270179150629333,0.0925625,0.007378327327471562
True,firewall_driver,driver_ear_right,wind,8.019686467579968,0.2420625,0.0044119421645128
True,firewall_driver,passenger_headrest,wind,3.9583629766252972,0.142125,0.01716731734929235
True,firewall_driver,center_cabin,wind,5.309736855383421,0.2793125,0.04454471017019473
True,firewall_driver,rearview_mirror,wind,3.4241933782341505,0.1041875,0.06046696455905732
True,dashboard,driver_headrest,wind,2.55740802622306,0.05775,0.011006477508034835
True,dashboard,driver_ear_left,wind,2.6454756871950744,0.204,0.013961183757803178
True,dashboard,driver_ear_right,wind,2.7043525998454654,0.0865625,0.022129880348399102
True,dashboard,passenger_headrest,wind,1.7824279553151672,0.0550625,0.016559393721402735
True,dashboard,center_cabin,wind,-1.0678282816311713,0.112625,0.2113520242500346
True,dashboard,rearview_mirror,wind,-1.1725811383828648,0.11675,0.26677443481136903
True,a_pillar_left,driver_headrest,wind,2.6346821041981636,0.047125,0.017827695001482912
True,a_pillar_left,driver_ear_left,wind,2.537157687098331,3.0,0.016043566862300154
True,a_pillar_left,driver_ear_right,wind,4.163388382175618,0.32725,0.007755431962916308
True,a_pillar_left,passenger_headrest,wind,3.2266926856277856,0.167125,0.019230997921186207
True,a_pillar_left,center_cabin,wind,1.5977222798685142,0.1894375,0.09543255685958808
True,a_pillar_left,rearview_mirror,wind,-3.494306264539836,0.442125,0.46927981541238994
True,a_pillar_right,driver_headrest,wind,4.220973907422701,0.4198125,0.013856729816695322
True,a_pillar_right,driver_ear_left,wind,2.6133849940190332,0.259375,0.014580493934262532
True,a_pillar_right,driver_ear_right,wind,2.9846275239618576,0.236375,0.015499002726787444
True,a_pillar_right,passenger_headrest,wind,2.8553667330274064,3.0,0.013762736701514513
True,a_pillar_right,center_cabin,wind,1.296340154000701,0.0300625,0.06615300918118652
True,a_pillar_right,rearview_mirror,wind,-2.7834441206976965,0.255625,0.39806773861337047
True,under_driver_seat,driver_headrest,wind,1.5064836291740267,0.213875,0.03026815847559093
True,under_driver_seat,driver_ear_left,wind,1.78893597772792,0.1620625,0.04961146947234418
True,under_driver_seat,driver_ear_right,wind,3.864019488206518,0.17125,0.007168222075234722
True,under_driver_seat,passenger_headrest,wind,1.9985526431223513,0.24125,0.009861954469331045
True,under_driver_seat,center_cabin,wind,6.54412073618599,0.22575,0.031080992962428135
True,under_driver_seat,rearview_mirror,wind,0.5324024076198517,0.128375,0.13792666982750051
True,floor_front_left,driver_headrest,wind,1.779982356729182,0.221625,0.01643015452847232
True,floor_front_left,driver_ear_left,wind,1.7833652415405863,0.1671875,0.020239533526398176
True,floor_front_left,driver_ear_right,wind,2.8863220028147434,0.374375,0.02146653269895162
True,floor_front_left,passenger_headrest,wind,3.0332912436628536,0.2480625,0.009395504314237642
True,floor_front_left,center_cabin,wind,6.968530417945422,0.140875,0.03641617019669545
True,floor_front_left,rearview_mirror,wind,-2.0922161670206187,0.0425,0.23540583090210213
True,floor_front_right,driver_headrest,wind,2.963439504664141,0.1830625,0.005249209155423815
True,floor_front_right,driver_ear_left,wind,1.8333050795922272,0.126375,0.02869202177890815
True,floor_front_right,driver_ear_right,wind,2.492027949444496,0.0475625,0.02657004172965143
True,floor_front_right,passenger_headrest,wind,2.714832687905612,0.1319375,0.013797588632151423
True,floor_front_right,center_cabin,wind,6.336493554889371,0.3350625,0.01211819921472103
True,floor_front_right,rearview_mirror,wind,-1.1838480347453428,0.0904375,0.180599715159136
True,firewall_center,driver_headrest,combined,3.7184907215587666,0.069125,0.021517893738486792
True,firewall_center,driver_ear_left,combined,3.1996322417963285,0.0325,0.031026861074819494
True,firewall_center,driver_ear_right,combined,3.0102127093926976,0.138875,0.01893575322926246
True,firewall_center,passenger_headrest,combined,5.251137523365525,0.2060625,0.010366335466328086
True,firewall_center,center_cabin,combined,3.3664837144272135,0.105375,0.04710990951466219
True,firewall_center,rearview_mirror,combined,0.8110546496581704,0.066875,0.046833856842497974
True,firewall_driver,driver_headrest,combined,3.694963269264024,0.031875,0.06009993466711837
True,firewall_driver,driver_ear_left,combined,3.8210696399053488,0.1266875,0.025229364609834683
True,firewall_driver,driver_ear_right,combined,4.548888456078263,0.1984375,0.011859732812328896
True,firewall_driver,passenger_headrest,combined,4.334117571618345,0.119875,0.012622367550793904
True,firewall_driver,center_cabin,combined,7.040127903391996,0.0835,0.017804806883897926
True,firewall_driver,rearview_mirror,combined,3.5995979929079662,0.2215,0.055366696866455185
True,dashboard,driver_headrest,combined,1.034226723906171,0.155875,0.02915787934073959
True,dashboard,driver_ear_left,combined,1.4579118148701364,0.0511875,0.03786137350820198
True,dashboard,driver_ear_right,combined,3.6785260304300538,0.04675,0.01746754531214322
True,dashboard,passenger_headrest,combined,0.7214906170326905,3.0,0.10019025678383568
True,dashboard,center_cabin,combined,0.5921260034841189,0.0488125,0.11261781818945484
True,dashboard,rearview_mirror,combined,0.37997354502272285,0.3721875,0.08476437472820424
True,a_pillar_left,driver_headrest,combined,4.216159481485532,0.1943125,0.017869715436782195
True,a_pillar_left,driver_ear_left,combined,3.6246091790072215,0.731375,0.018740770983594425
True,a_pillar_left,driver_ear_right,combined,4.841331944253055,0.34625,0.023226148147009545
True,a_pillar_left,passenger_headrest,combined,6.687476924354797,0.175,0.009020166319366824
True,a_pillar_left,center_cabin,combined,7.6953950637113415,0.244125,0.033239561388827436
True,a_pillar_left,rearview_mirror,combined,-2.1187929890702857,0.185875,0.1010941964359829
True,a_pillar_right,driver_headrest,combined,4.514516361532868,0.6709375,0.01128902593371983
True,a_pillar_right,driver_ear_left,combined,7.032888643482065,0.5708125,0.010468896742461221
True,a_pillar_right,driver_ear_right,combined,3.9541522215067815,0.2484375,0.012431933699098709
True,a_pillar_right,passenger_headrest,combined,5.117105106253183,0.9999375,0.013617546194776698
True,a_pillar_right,center_cabin,combined,4.0153915394700235,0.41925,0.050955337123776916
True,a_pillar_right,rearview_mirror,combined,2.996460932680586,0.1888125,0.04252465045809256
True,under_driver_seat,driver_headrest,combined,0.7475310658255303,0.1998125,0.059217426212271676
True,under_driver_seat,driver_ear_left,combined,1.4585238056091003,0.1121875,0.02184567388504778
True,under_driver_seat,driver_ear_right,combined,0.4643230879384094,0.2284375,0.028368589895724577
True,under_driver_seat,passenger_headrest,combined,2.130544310295458,0.19775,0.033910552862395346
True,under_driver_seat,center_cabin,combined,6.193482623616755,0.076375,0.011924602981720878
True,under_driver_seat,rearview_mirror,combined,-0.5386728946731879,0.2125625,0.10583660943481468
True,floor_front_left,driver_headrest,combined,3.399945232451438,0.68775,0.010793100383430258
True,floor_front_left,driver_ear_left,combined,3.787191926107101,0.4148125,0.012472895795439445
True,floor_front_left,driver_ear_right,combined,4.052463818935814,0.253,0.013083935687626952
True,floor_front_left,passenger_headrest,combined,3.960498443949714,0.3154375,0.023263124349115614
True,floor_front_left,center_cabin,combined,4.01397024281903,0.1374375,0.07690236336921008
True,floor_front_left,rearview_mirror,combined,0.8189895032784701,0.1465625,0.07671694377813304
True,floor_front_right,driver_headrest,combined,3.8523963293497454,0.279,0.017135382326753577
True,floor_front_right,driver_ear_left,combined,3.548912880704838,0.28275,0.028224148858309196
True,floor_front_right,driver_ear_right,combined,2.876392935970063,0.1960625,0.03731872251209898
True,floor_front_right,passenger_headrest,combined,2.8613107192804623,0.031625,0.020962525117156086
True,floor_front_right,center_cabin,combined,3.941633696264468,0.2566875,0.06167308468833822
True,floor_front_right,rearview_mirror,combined,-0.651172602881679,0.1274375,0.19110976311456943
